source_ticker,target_ticker,relation_type,weight,is_directed,valid_from,valid_to,evidence_source,note
TPB,CTG,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,EIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,HDB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,LPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,MBB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,MSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,OCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,SHB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,SSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,STB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,TCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,VCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,VIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
TPB,VPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,ABB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,ACB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,BID,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,CTG,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,EIB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,HDB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,LPB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,MBB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,MSB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
VCB,OCB,same_industry,0.5,0,,,ticker_metadata.csv,same industry=Banking; research-defined static weight
