model,event_trading_date,n,mae,rmse,mean_y_true,mean_y_pred
GNN + Relationship,2025-12-08,38,0.41013041038252956,0.4981919857081032,0.20761902061732193,0.3549087099052632
GNN + Relationship,2025-12-09,21,0.41420588494252675,0.5242313512090879,0.6144675633737019,0.23871193882857145
GNN + Relationship,2025-12-10,22,0.5851097010986863,0.6948599583784673,0.49401991814374924,0.2050214421818182
GNN + Relationship,2025-12-11,27,0.6681305881475792,0.7719062466068116,0.7375843146884883,0.1073559505925926
GNN + Relationship,2025-12-12,27,0.463213518405954,0.5870699560028895,0.3017797464573825,0.09844192374074073
GNN + Relationship,2025-12-15,27,0.38864770664958875,0.49155506289482503,0.020687360980513464,0.316514560962963
GNN + Relationship,2025-12-16,26,0.5940106756741925,0.7093345118111299,-0.14098394334387893,0.25132806461538465
GNN + Relationship,2025-12-17,36,0.48316164172122567,0.5519857200040307,-0.21214387824551928,0.07092876905555556
GNN + Relationship,2025-12-18,22,0.518013518727618,0.620834628612378,-0.10292873489247127,0.12182635947727273
GNN + Relationship,2025-12-19,31,0.5265689003693967,0.5902237547922999,-0.10720998959075059,0.2355522329032258
GNN + Relationship,2025-12-22,41,0.7406247885671547,0.83004658680126,-0.2593194145436694,0.2643583034463414
GNN + Relationship,2025-12-23,32,0.6139421350290092,0.76504990807167,-0.23235947964712977,-0.001730997750000001
GNN + Relationship,2025-12-24,32,0.6412981993914232,0.7502852345822539,-0.2970215806271881,-0.0157359685625
GNN Correlation Only,2025-07-21,96,0.45512729283926695,0.549323429815426,0.046077619617184006,0.2632789602916667
GNN Correlation Only,2025-07-22,60,0.8280912381113686,0.9309205386240661,0.9995107176713646,0.2728774308833334
GNN Correlation Only,2025-07-23,60,0.7079139105241693,0.8152478683443437,0.9202205285429954,0.2739969932833333
GNN Correlation Only,2025-07-24,62,0.83543225519345,0.9076330967061776,0.9343916881949671,0.20435836984677416
GNN Correlation Only,2025-07-25,90,0.7578167426285479,0.8700240770264047,0.7596078343999882,0.18821194510300004
GNN Correlation Only,2025-07-28,100,0.7555816008317788,0.8698346724156611,0.9369582717120647,0.255074886316
GNN Correlation Only,2025-07-29,120,0.6410860375016088,0.7774347815114462,0.45427825953811407,0.24587614591916665
GNN Correlation Only,2025-07-30,166,0.6277832534870669,0.7780073511769339,0.10702851389994822,0.5191530074698795
GNN Correlation Only,2025-07-31,152,0.5658901965234902,0.6858554987795213,0.08838029628570535,0.2274573671088816
GNN Correlation Only,2025-08-01,74,0.5651718717908683,0.6647566820786466,-0.0745088876904668,0.10867802035675679
GNN Correlation Only,2025-08-04,76,0.5522824410094821,0.6421948347059895,-0.10145948068575787,0.007536298328947368
GNN Correlation Only,2025-08-05,72,0.6073534109951249,0.7353573747636217,-0.37487867526296115,0.10917670221527778
GNN Correlation Only,2025-08-06,52,0.666539501449402,0.8039096388905451,-0.14083578982032263,0.32447209998076926
GNN Correlation Only,2025-08-07,72,0.5751846953938449,0.6944501042336015,-0.23988299361533588,-0.03974151149027778
GNN Correlation Only,2025-08-08,52,0.477055231007113,0.5768304034108629,-0.23521079500922218,-0.02559409946153846
GNN Correlation Only,2025-08-11,68,0.620132118669965,0.736610932011031,-0.23858163461965673,-0.026504675735294112
GNN Correlation Only,2025-08-12,80,0.608977070257952,0.6911908340875292,-0.02151040427852422,0.17186412749375
GNN Correlation Only,2025-08-13,80,0.5932747675875687,0.6930967803818233,-0.02204249510541558,0.13651273632375
GNN Correlation Only,2025-08-14,94,0.6337719014988853,0.7375029603727374,-0.03528345249434735,0.1264353794574468
GNN Correlation Only,2025-08-15,94,0.5284867024476975,0.6933710234608159,0.10872904429251844,0.09638319572340424
GNN Correlation Only,2025-08-18,96,0.7787916001924833,0.9305572446648694,0.29530955080796656,0.23779078954166666
GNN Correlation Only,2025-08-19,64,0.916286116976697,0.9910105611280114,0.6199170272011543,0.0046716688765625
GNN Correlation Only,2025-08-20,44,0.7831301575025826,0.8988556059585653,0.5331480452282862,-0.04940604568181819
GNN Correlation Only,2025-08-21,54,0.5680497333021823,0.6586071122887673,0.43002829935263703,0.09821563201851852
GNN Correlation Only,2025-08-22,44,0.7668764245730336,0.9046781251433879,0.021112949841401794,-0.12347428306818181
GNN Correlation Only,2025-08-25,70,0.7657168715128476,0.8812806185804708,-0.38995374560888324,0.3411846805457144
GNN Correlation Only,2025-08-26,58,1.0850491366205461,1.1502813808397394,-0.8668567743794672,0.18852285654655174
GNN Correlation Only,2025-08-27,96,0.7185717278886457,0.8506686636486831,-0.37079950018475455,0.16246410325000002
